cpu_usage,memory_usage,restart_count,error_rate,response_time,recent_deployment,log_error_count,event_count,failure_type,failure_label
18.14639463075514,44.596579249005494,3.0,18.361177844857032,1.2722243337667836,1.0,12.0,5.0,Failed deployment,1
67.32802074603255,53.7638407219151,6.0,20.263722406760767,2.645218884809119,1.0,9.0,4.0,CrashLoopBackOff,1
100.0,54.80840342306461,1.0,9.930147836853784,2.1981387082293105,0.0,6.0,3.0,High CPU,1
54.22396942898816,30.12542223325316,0.0,22.00146897865622,1.2319908586314572,1.0,7.0,8.0,Failed deployment,1
22.486996742831245,21.77257564372067,1.0,20.06408227716697,0.7721843964458492,0.0,1.0,2.0,Normal,0
54.76461135389727,33.309129921176776,5.0,15.787138219651645,0.26695376478461663,1.0,7.0,11.0,Configuration error,1
68.96748055807689,38.45183374888862,2.0,9.616762796944384,0.01,0.0,0.0,0.0,Normal,0
49.79427987660629,2.1269562805063487,5.0,2.15307957503709,1.4401759556758424,1.0,1.0,9.0,CrashLoopBackOff,1
52.052277680854736,40.12244495028341,3.0,3.0725413873250105,1.512530357350179,0.0,7.0,5.0,Application health failure,1
53.10170671007668,78.022296007584,0.0,5.263942501772791,1.4804926751444414,0.0,8.0,3.0,OOMKilled,1
11.817420536125692,71.34302532113053,2.0,4.710368929091359,0.12333618662140305,0.0,5.0,5.0,Normal,0
51.1190335637871,35.05240754649676,4.0,1.5918682986320245,0.01,1.0,1.0,4.0,Normal,0
22.0100669076991,41.29967350679769,0.0,0.0,0.01,0.0,1.0,4.0,Normal,0
41.554996948942204,49.81381021204312,1.0,0.0,0.17431330748225732,0.0,4.0,0.0,Normal,0
91.75199446685764,30.404767127731766,2.0,8.203249342653168,1.1099831417819046,1.0,0.0,8.0,High CPU,1
28.083816857917615,26.41200551942534,4.0,10.43552000399162,1.6810936278750541,1.0,4.0,5.0,CrashLoopBackOff,1
53.97654359069355,33.634197440471745,2.0,0.0,0.01,1.0,0.0,14.0,Normal,0
96.19793800735073,75.40445982666286,3.0,8.377328309365422,1.2844172084322043,1.0,5.0,1.0,OOMKilled,1
43.77270226828601,68.59492949446872,2.0,23.162587518072243,2.368237988352835,0.0,4.0,11.0,Application health failure,1
40.27234915084463,16.691709014583008,0.0,7.661463605709707,0.43656442197281903,1.0,3.0,0.0,Normal,0
25.841215705739437,34.56620599065622,3.0,21.624830560074948,1.802763746301069,1.0,9.0,6.0,Configuration error,1
39.720910961591066,72.93538298757375,0.0,7.394918321379407,1.4457758441456825,0.0,1.0,6.0,Normal,0
1.960161411452944,38.837678718854555,3.0,17.874537186740774,0.29373495552687956,1.0,13.0,9.0,Configuration error,1
86.32793045374689,52.077008534356324,0.0,7.600463591567677,1.3980318146333308,1.0,0.0,0.0,High CPU,1
53.248558404617334,63.215129080588724,0.0,4.30706446341825,0.8305404693759147,1.0,0.0,11.0,Normal,0
70.81711024460378,62.794643961406734,4.0,27.64655328658889,1.2603968743575433,0.0,2.0,7.0,OOMKilled,1
23.63578839159291,53.58146758333716,0.0,3.3881120961605005,0.01,1.0,0.0,10.0,Normal,0
1.557473466959749,39.561110619633276,1.0,7.905335695984718,1.2313223716237391,1.0,6.0,6.0,Failed deployment,1
72.42354963287143,90.36246112954767,3.0,7.628477280488806,0.718733391019519,1.0,13.0,5.0,OOMKilled,1
64.51835289812092,58.043377854949114,1.0,0.0,0.39999845433072045,0.0,9.0,0.0,Normal,0
26.285849114015672,35.02642168405687,4.0,6.687889352883378,1.0659771693483526,0.0,14.0,0.0,Configuration error,1
66.23217736708816,57.25535345554053,1.0,18.385403913401305,0.01,0.0,5.0,5.0,OOMKilled,1
43.36835374251251,33.22320465224977,1.0,17.82805448785825,1.0813505914495383,1.0,4.0,0.0,Configuration error,1
58.49706225800474,43.35597595347306,2.0,1.919476249026241,1.6371987353888098,0.0,7.0,9.0,Application health failure,1
46.196752196348626,29.81775006770328,3.0,5.881236155662521,0.7619141096907405,1.0,1.0,6.0,CrashLoopBackOff,1
56.020064815781396,39.32285729679653,0.0,7.1224317580981475,0.030196906445010968,0.0,2.0,6.0,Normal,0
26.37872911093961,65.69903943609363,0.0,4.4120258245435044,0.47520215165396307,0.0,0.0,3.0,Normal,0
59.95421620192039,38.490566552492574,1.0,0.12303942227972164,1.1473970444710493,1.0,0.0,1.0,Normal,0
35.926575720381614,48.55039292338302,4.0,3.7994449366573804,0.8652039363485382,1.0,0.0,0.0,Normal,0
34.531817245832585,37.291541107368964,4.0,31.883024487370058,0.6532647583520222,1.0,10.0,7.0,CrashLoopBackOff,1
57.47718202776613,46.7383720543439,0.0,1.8665015146512687,1.7842961589580915,1.0,5.0,7.0,Failed deployment,1
52.62182703064507,63.465494396693096,1.0,6.752517734724687,0.9175534568605426,0.0,1.0,7.0,OOMKilled,1
62.17562154482144,75.86991712328937,5.0,16.80998857665518,1.0242667971955857,0.0,5.0,1.0,OOMKilled,1
31.074213463026112,54.47308303263155,5.0,25.141822976229452,0.9111265036846549,1.0,4.0,6.0,Configuration error,1
8.392011640034621,33.579518802442955,1.0,0.17777788213834123,0.8324110844867567,0.0,7.0,5.0,Normal,0
57.17642256280793,64.54203748171669,6.0,19.031894762208875,1.8972750452516136,1.0,5.0,6.0,CrashLoopBackOff,1
24.015774633598134,50.524761250913535,7.0,15.587508395125777,1.6189469058688606,1.0,2.0,10.0,CrashLoopBackOff,1
52.89003297883437,60.04473804762874,1.0,2.46474289181493,0.01,0.0,0.0,-0.0,Normal,0
48.14800254971044,21.943598339045003,1.0,2.3106175910103692,0.01,0.0,3.0,1.0,High CPU,1
20.042899005196986,42.89254354416504,1.0,31.905959454495665,2.093704075997227,1.0,5.0,4.0,Configuration error,1
48.8089364554056,90.53146296620399,4.0,9.679369360279154,0.01,0.0,7.0,5.0,OOMKilled,1
35.37306155499354,22.241634602538806,1.0,11.891416121150797,0.01,0.0,4.0,3.0,Normal,0
3.061313356796692,29.32190285014579,0.0,0.0,0.6031328582685128,0.0,2.0,3.0,Normal,0
52.817392040616035,63.82731296847426,2.0,20.106748768359175,1.261999817578518,0.0,11.0,7.0,Application health failure,1
31.15421890144345,59.24528910373443,3.0,22.543526428763798,1.8282485648096634,1.0,12.0,8.0,CrashLoopBackOff,1
42.60018030173371,65.02801471079187,2.0,0.0,1.3910809344679604,0.0,0.0,-0.0,Normal,0
46.61144341776768,46.58353220736912,0.0,0.0,0.38055653666554934,0.0,0.0,0.0,Normal,0
64.11592393734426,39.068783613060624,2.0,25.941599088308955,1.6403523710996653,0.0,14.0,9.0,Application health failure,1
36.89583192203981,61.3607661152328,5.0,5.606054057597964,0.20794148520976685,1.0,7.0,0.0,High CPU,1
36.08358944698749,13.832286225206172,4.0,21.799451246733483,1.545930190276191,0.0,5.0,14.0,Configuration error,1
17.236754767143463,52.977079428731486,0.0,0.0,0.01,0.0,3.0,0.0,Normal,0
32.26002176367492,54.96530609881653,3.0,0.0,1.7091997993625216,1.0,5.0,4.0,Failed deployment,1
44.79131257248713,49.54119658926904,0.0,23.348162265035175,0.01,0.0,5.0,0.0,Application health failure,1
